id,x,y,z,qx,qy,qz,qw
336,-53.319,169.01,1.23422,-0.0201638,-0.0116465,-0.292068,0.956114
337,-50.1092,166.309,1.35058,-0.0207499,0.000270393,-0.402774,0.915064
338,-47.9233,162.769,1.44731,-0.0196084,0.000277264,-0.571605,0.820294
339,-47.3485,158.776,1.57607,-0.015814,-0.0049156,-0.727338,0.686079
340,-48.6582,154.755,1.71446,-0.00314154,0.000936965,0.876014,-0.482276
341,-51.8696,151.93,1.69895,-0.00569117,-0.000427235,0.974749,-0.223231
342,-55.8056,151.175,1.65148,-0.00355115,-0.00300861,0.99967,0.025261
343,-59.6301,152.233,1.61663,-0.00087518,-0.000100638,0.978504,0.206226
344,-63.3377,154.445,1.57038,-0.0217551,0.00735571,0.957704,0.286837
345,-66.6248,156.85,1.40964,-0.0241443,0.00542317,0.951233,0.307479
346,-70.1163,159.494,1.21605,-0.0159444,0.00209236,0.95185,0.306143
347,-73.5307,162.022,1.10835,-0.00768963,0.000606127,0.954525,0.298029
348,-77.1085,164.58,1.02744,-0.00851458,0.00320634,0.956942,0.290139
349,-80.6342,167.026,0.953748,-0.0168591,0.00438029,0.957559,0.287712
350,-84.2389,169.513,0.839483,-0.0224189,0.0080905,0.958328,0.284674
351,-87.761,171.907,0.66975,-0.0187528,0.00769284,0.959094,0.282359
352,-91.2752,174.24,0.492572,-0.0195999,0.00368101,0.959913,0.279587
353,-94.8954,176.622,0.333044,-0.0233312,0.000982891,0.961314,0.274466
354,-98.6862,179.065,0.163985,-0.0177057,0.000316483,0.962881,0.269345
355,-102.335,181.374,0.0599835,-0.020505,0.00538596,0.964204,0.264314
356,-105.871,183.561,-0.0795934,-0.0128465,0.00422599,0.964625,0.263277
357,-109.383,185.763,-0.181872,-0.00856318,0.00426836,0.964521,0.263831
358,-112.928,187.857,-0.275445,-0.0291887,0.015225,0.974049,0.223933
359,-117.033,189.386,-0.509604,-0.0230296,0.0164493,0.9965,0.0786641
360,-121.472,189.323,-0.664795,-0.013606,0.0192421,0.99228,-0.121759
361,-125.389,187.618,-0.725707,-0.00718377,0.0222749,0.945497,-0.32479
362,-128.17,184.515,-0.687591,0.00671812,-0.0219642,-0.8522,0.52271
363,-129.359,180.487,-0.601209,0.000188376,-0.0194666,-0.718353,0.695407
364,-128.724,176.192,-0.458905,-0.00842767,-0.0239425,-0.555478,0.831144
365,-126.44,172.516,-0.243556,-0.0132997,-0.0232102,-0.399351,0.916408
366,-123.238,169.57,0.000804916,-0.00810209,-0.00713239,-0.314798,0.949097
367,-119.869,167.215,0.0968341,-0.0163039,-0.00879118,-0.275252,0.961194
368,-116.268,164.952,0.197619,-0.0194413,-0.0138719,-0.262671,0.96459
369,-112.527,162.698,0.345627,-0.0189335,-0.00810873,-0.256608,0.966296
370,-109.109,160.634,0.468336,-0.0200808,-0.0113029,-0.261325,0.964976
371,-105.41,158.286,0.660718,-0.0159645,-0.011901,-0.274069,0.961504
372,-101.889,155.92,0.822727,-0.0169109,-0.0128816,-0.286303,0.957903
373,-98.3346,153.415,0.971373,-0.0143754,-0.0138319,-0.294187,0.95554
374,-94.885,150.967,1.12065,-0.0138943,-0.00727113,-0.294632,0.955482
375,-91.438,148.497,1.24511,-0.0113514,-0.00165551,-0.294567,0.955562
376,-87.9563,146.016,1.33878,-0.0137164,-0.00425675,-0.295595,0.955205
377,-84.6143,143.626,1.42923,-0.0172372,-0.00541971,-0.297323,0.954606
378,-81.3665,141.28,1.53493,-0.0166646,-0.00938219,-0.297478,0.954537
379,-77.9701,138.817,1.68273,-0.0133747,-0.0103678,-0.29369,0.955751
380,-74.584,136.529,1.82999,-0.00946364,-0.00162151,-0.254517,0.967021
381,-70.8841,134.723,1.87152,-0.00667471,-0.000534999,-0.147732,0.989005
382,-66.51,134.093,1.89231,-0.0118358,-0.00419462,0.0450263,0.998907
383,-62.5919,135.078,1.92173,-0.0115986,-0.00309528,0.231477,0.972766
384,-59.0625,137.529,1.91036,-0.0128335,-0.000178354,0.382436,0.923893
385,-56.3335,140.668,1.84647,-0.0111718,0.00155085,0.46269,0.886448
386,-54.0148,144.119,1.79541,-0.0113483,0.00130651,0.488194,0.87266
387,-51.6998,147.685,1.75759,-0.0112843,0.000298021,0.481721,0.876252
388,-49.3705,151.125,1.72846,-0.00994496,-0.00448042,0.474226,0.880336
389,-46.9989,154.554,1.73134,-0.0191719,0.0107989,0.473562,0.880486
390,-44.5807,158.01,1.58979,-0.0154718,0.00892433,0.472762,0.881009
391,-42.13,161.512,1.48647,-0.0137585,0.00814976,0.472102,0.881399
392,-39.7111,164.982,1.39132,-0.0145367,0.00633262,0.473126,0.880852
393,-37.2945,168.469,1.30798,-0.0144007,0.0064501,0.475395,0.879631
394,-34.9151,171.939,1.2113,-0.0144325,0.00817753,0.479399,0.87744
395,-32.5363,175.501,1.113,-0.0114348,0.0067798,0.483587,0.875195
396,-30.2298,179.053,1.0379,-0.0121302,0.00524835,0.48759,0.872972
397,-27.9542,182.625,0.962501,-0.0128514,0.00181585,0.490492,0.871349
398,-25.7224,186.125,0.903588,-0.019572,0.0146855,0.493636,0.869324
399,-23.5343,189.559,0.737249,-0.0179126,0.0113578,0.486503,0.873422
400,-21.2137,193.067,0.601626,-0.0175463,0.00969069,0.477262,0.878532
401,-18.9145,196.383,0.489383,-0.0189468,0.00905548,0.47122,0.881766
402,-16.5232,199.964,0.379,-0.0192565,0.00850048,0.507213,0.861564
403,-14.7741,203.87,0.223074,-0.0160654,0.0134403,0.61527,0.788038
404,-14.2759,208.248,0.0379672,-0.0148238,0.0137081,0.738323,0.674145
405,-15.1178,212.174,-0.1029,-0.00727611,0.0153353,0.836236,0.548106
406,-17.2037,215.664,-0.20626,-0.000762642,0.0171288,0.912788,0.408075
407,-20.3426,218.423,-0.264242,-0.013094,0.0193717,0.957359,0.287953
408,-24.052,220.683,-0.375305,-0.0173519,0.0167807,0.969077,0.245575
409,-27.8351,222.83,-0.523338,-0.0121734,0.0115336,0.968125,0.249903
410,-31.6037,225.085,-0.626296,-0.00738415,0.0128537,0.964595,0.263321
411,-35.3092,227.431,-0.716427,-0.00763096,0.013787,0.962927,0.269302
412,-38.9631,229.775,-0.808433,-0.0150842,0.0162748,0.962031,0.272038
413,-42.4526,232.032,-0.919063,-0.0187831,0.0154515,0.961238,0.274645
414,-45.7946,234.216,-1.07249,-0.0150908,0.0129767,0.96069,0.276909
415,-49.4086,236.602,-1.23268,-0.0173675,0.0110901,0.959941,0.279443
416,-53.0625,239.044,-1.40595,-0.0169133,0.00995296,0.959071,0.282486
417,-56.6283,241.456,-1.55205,-0.0178592,0.00646456,0.957758,0.286949
418,-60.2069,243.995,-1.69261,-0.0156869,0.0115412,0.954657,0.297069
419,-63.4536,246.361,-1.82087,-0.0100319,0.00994801,0.953479,0.30113
420,-66.8885,248.903,-1.9348,-0.00856596,0.0153482,0.955582,0.294201
421,-70.4487,251.155,-2.04502,-0.0231489,0.0252811,0.977127,0.209876
422,-74.3883,252.422,-2.22973,-0.0148728,0.0247143,0.997492,0.0646282
423,-78.628,252.326,-2.31086,-0.00567394,0.0209882,0.993031,-0.11583
424,-82.4739,250.834,-2.29816,-0.0044757,0.0274867,0.955132,-0.29487
425,-85.5553,247.655,-2.19193,-0.000299691,-0.0255223,-0.851821,0.523211
426,-86.5884,243.475,-2.03291,-0.00953718,-0.0205949,-0.692189,0.721358
427,-85.6887,239.398,-1.82982,-0.0166325,-0.0253234,-0.528515,0.848383
428,-83.291,235.747,-1.57685,-0.022517,-0.0236439,-0.406634,0.913008
429,-80.3235,232.874,-1.34586,-0.0194238,-0.00361454,-0.328767,0.944204
430,-76.7774,230.205,-1.23579,-0.0211235,-0.000352549,-0.298745,0.954099
431,-73.3805,227.786,-1.1523,-0.0266655,-0.0057804,-0.292812,0.955781
432,-69.8755,225.342,-1.04736,-0.0286693,-0.00656639,-0.28813,0.95714
433,-66.272,222.864,-0.898726,-0.0309033,-0.0147002,-0.283927,0.958235
434,-62.5968,220.391,-0.681002,-0.0242412,-0.00760667,-0.279877,0.959699
435,-59.0107,218.014,-0.524069,-0.0232084,-0.00746333,-0.277019,0.960555
436,-55.5052,215.71,-0.378928,-0.0227016,-0.00899116,-0.274269,0.961343
437,-51.9677,213.418,-0.264336,-0.0225524,-0.00758661,-0.271837,0.962049
438,-48.4141,211.145,-0.139973,-0.0222531,0.000413958,-0.269777,0.962665
439,-44.7912,208.837,-0.0509129,-0.0217886,6.5767e-05,-0.268248,0.963104
440,-41.3256,206.673,0.0215922,-0.0248727,-0.00480871,-0.263068,0.964445
441,-37.8626,204.559,0.132355,-0.02522,-0.0121805,-0.261743,0.964731
442,-34.2948,202.291,0.284497,-0.0225149,-0.0110089,-0.28304,0.958781
443,-31.0635,199.903,0.447125,-0.0168684,0.0056087,-0.335087,0.94202
444,-28.124,196.884,0.490262,-0.023526,0.00213198,-0.452268,0.891569
445,-26.3164,193.139,0.611656,-0.0212847,-0.00434439,-0.604731,0.796133
446,-26.1728,188.862,0.783777,-0.0170533,-0.00699557,-0.779871,0.625668
447,-28.1116,185.189,0.911262,0.00257889,0.00314587,0.917091,-0.398658
448,-31.7257,182.986,0.939401,-0.00253696,0.00466941,0.989516,-0.144319
449,-36.0255,182.774,0.928119,-0.00417958,0.00415004,0.995877,0.0905263
450,-39.7413,184.291,0.885898,0.00785667,0.00615868,0.967521,0.252591
451,-43.2146,186.627,0.948574,0.0199211,0.00369691,0.954689,0.296916
452,-46.6627,189.213,1.07636,0.0156229,0.0110123,0.952835,0.302884
453,-50.0755,191.699,1.17911,0.0131636,0.00557029,0.953862,0.299905
454,-53.5655,194.243,1.28165,0.0154313,0.00671281,0.954224,0.298618
455,-56.9827,196.699,1.37592,0.0173242,0.00322512,0.954935,0.296293
456,-60.298,199.078,1.46262,0.0145774,0.00572291,0.955994,0.292968
457,-63.9041,201.615,1.55091,0.0114273,0.00860551,0.957399,0.288414
458,-67.6521,204.198,1.65032,0.00635391,0.00918079,0.958516,0.28482
459,-71.0488,206.508,1.68012,0.0134762,0.00612376,0.959244,0.282192
460,-74.5034,208.83,1.74335,0.014692,0.00626415,0.960198,0.27886
461,-77.9008,211.088,1.84114,0.00789409,0.00872556,0.961632,0.274089
462,-81.7001,213.533,1.93825,0.00261121,0.00758547,0.962323,0.27179
463,-85.237,215.876,2.00995,0.00380115,0.00625998,0.95838,0.285404
464,-88.6535,218.404,2.06043,-0.00260004,0.00754623,0.941045,0.338188
465,-91.5374,221.332,1.95855,-0.0280607,0.00584127,0.901738,0.431331
466,-93.5859,224.795,1.76053,-0.0305556,0.00570197,0.828472,0.559165
467,-94.3271,228.969,1.55554,-0.0290121,-0.00136397,0.683023,0.729819
468,-93.0145,232.777,1.41289,-0.0358051,0.00491763,0.472363,0.880663
469,-89.8967,235.446,1.30999,-0.0422093,-0.0020792,0.21398,0.975923
470,-85.7533,236.027,1.34692,-0.0366606,-0.0133873,-0.0606434,0.997396
471,-81.938,234.614,1.5308,-0.027017,-0.0160578,-0.247268,0.968437
472,-78.383,232.095,1.68041,-0.024438,-0.00773842,-0.321691,0.946498
473,-75.1242,229.365,1.80692,-0.0255665,-0.00817867,-0.337521,0.940935
474,-71.7585,226.455,1.98127,-0.0272631,-0.00302038,-0.340574,0.939818
475,-68.3623,223.491,2.14768,-0.0267186,-0.00862019,-0.335825,0.941506
476,-64.8916,220.592,2.34232,-0.0285357,-0.0140308,-0.324827,0.945239
477,-61.3795,217.801,2.53349,-0.0276471,-0.0188247,-0.312263,0.949407
478,-57.9069,215.193,2.74275,-0.0247672,-0.0143188,-0.299742,0.953591
479,-54.2778,212.613,2.93841,-0.0224268,-0.00151713,-0.287715,0.957452
480,-50.857,210.299,3.05323,-0.0234462,-0.00156082,-0.282198,0.959068
481,-47.524,208.038,3.15141,-0.0265807,-0.00669499,-0.286471,0.957697
482,-43.9944,205.575,3.26346,-0.0288672,-0.00929061,-0.29429,0.955235
483,-40.5156,203.075,3.42707,-0.0261357,-0.00534753,-0.297154,0.954457
484,-37.0828,200.608,3.58804,-0.0229277,-0.00842233,-0.295566,0.95501
485,-33.7092,198.207,3.74822,-0.0221694,-0.00447028,-0.28942,0.956935
486,-30.2318,195.878,3.82398,-0.0230495,-0.00166644,-0.264817,0.964022
487,-26.6292,193.96,3.89805,-0.020422,-0.00260389,-0.164501,0.986162
488,-22.4503,193.284,3.94674,-0.0181349,0.00237591,0.0478361,0.998688
489,-18.4667,194.51,3.90092,-0.0195494,0.00144777,0.286438,0.957898
490,-15.5409,197.48,3.82524,-0.0203389,0.00555118,0.505651,0.86248
491,-14.0036,201.619,3.67122,-0.0238468,0.0150025,0.641805,0.76635
492,-13.6938,206.005,3.45436,-0.0206503,0.0152995,0.739493,0.672674
493,-14.5052,210.008,3.25957,-0.0130881,0.016608,0.825521,0.563976
494,-16.3918,213.578,3.12217,-0.00772144,0.019959,0.897924,0.43963
495,-19.1811,216.522,3.03536,-0.0146126,0.0203802,0.940433,0.339052
496,-22.4903,219.044,2.85566,-0.0141981,0.0178541,0.956671,0.290275
497,-26.0841,221.405,2.68147,-0.0112356,0.0133585,0.963535,0.26701
498,-29.4929,223.496,2.58376,-0.0119586,0.0129974,0.966499,0.256062
499,-33.4016,225.795,2.47916,-0.0130395,0.0145395,0.967914,0.250519
500,-37.0349,227.894,2.35801,-0.00835345,0.0153499,0.968892,0.246866
501,-40.6574,229.966,2.24573,-0.00833925,0.0147603,0.96883,0.247145
502,-44.5416,232.194,2.12765,-0.0184912,0.0166751,0.968423,0.248066
503,-48.2985,234.369,1.96388,-0.026517,0.0173009,0.967633,0.250367
504,-52.0073,236.536,1.75396,-0.0217555,0.0136843,0.966942,0.253695
505,-55.4986,238.619,1.57449,-0.0157655,0.0122834,0.966157,0.257179
506,-59.3977,240.973,1.40524,-0.00864966,0.0100947,0.965494,0.260087
507,-63.0927,243.254,1.3059,-0.014645,0.014566,0.964921,0.261726
508,-66.7173,245.509,1.19216,-0.0108742,0.0169284,0.965131,0.260994
509,-70.3485,247.644,1.10918,-0.0183499,0.0214863,0.971781,0.234185
510,-74.0726,249.36,0.919103,-0.01756,0.0255105,0.987542,0.154278
511,-78.1632,250.275,0.766694,-0.0100113,0.0274309,0.999083,0.0313124
512,-82.318,250.018,0.708319,-0.0072985,0.0302761,0.990851,-0.13132
513,-86.3,248.334,0.721822,-0.00606383,0.0289553,0.955189,-0.294517
514,-89.5786,245.449,0.777876,0.000627444,0.0266709,0.905859,-0.422738
515,-92.1973,241.813,0.9114,0.00571893,0.0254418,0.867262,-0.497168
516,-94.4349,237.944,1.08986,-0.00681995,-0.0283083,-0.857615,0.513465
517,-96.5905,234.146,1.28683,-0.00289733,-0.0213893,-0.860397,0.509167
518,-98.9047,230.234,1.37834,0.00241614,-0.0218037,-0.865329,0.500722
519,-101.019,226.82,1.45314,-0.00121426,0.0237802,0.870429,-0.491717
520,-103.265,223.34,1.55314,-0.00260721,0.0239904,0.874257,-0.484863
521,-105.534,219.926,1.63847,0.000696492,0.02234,0.87828,-0.477624
522,-107.864,216.556,1.75666,-0.00340454,0.0192599,0.880804,-0.473078
523,-110.301,213.085,1.8245,-0.000748505,0.0224817,0.882258,-0.470229
524,-112.728,209.658,1.92113,-2.91133e-05,0.0232265,0.882732,-0.469304
525,-115.107,206.317,2.03592,-0.000472068,0.0233497,0.882074,-0.470531
526,-117.644,202.666,2.16068,-0.000983745,0.0184916,0.880683,-0.473345
527,-120.079,199.159,2.21367,-0.0065357,0.0155232,0.879373,-0.475836
528,-122.473,195.62,2.24458,-0.00557298,0.01761,0.875432,-0.482989
529,-124.775,192.008,2.29558,0.00354677,-0.0183787,-0.865428,0.500685
530,-126.874,188.425,2.36403,-0.000795564,-0.0205116,-0.852375,0.522527
531,-128.599,184.624,2.46713,0.00390784,-0.0214213,-0.803893,0.594376
532,-129.4,180.497,2.58075,-0.00358074,-0.0191161,-0.717007,0.696794
533,-129.038,176.365,2.73722,-0.0050004,-0.0232341,-0.598234,0.800969
534,-127.217,172.467,2.95184,-0.00862503,-0.0240547,-0.448083,0.893627
535,-124.157,169.35,3.19404,-0.0111171,-0.0121615,-0.319484,0.947448
536,-120.327,166.783,3.33429,-0.0199613,-0.0115313,-0.262641,0.964618
537,-116.819,164.683,3.45592,-0.0207749,-0.01311,-0.251801,0.967467
538,-113.218,162.604,3.5948,-0.0205847,-0.00486477,-0.249326,0.968189
539,-109.523,160.475,3.7092,-0.0226228,-0.0124541,-0.24877,0.968218
540,-105.828,158.332,3.89365,-0.0211578,-0.0145554,-0.249945,0.967919
541,-102.215,156.219,4.0546,-0.0207188,-0.0191162,-0.251645,0.967409
542,-98.5824,154.074,4.23769,-0.0202147,-0.0181345,-0.255483,0.966432
543,-95.026,151.924,4.43254,-0.0124448,-0.004137,-0.260293,0.96544
544,-91.4429,149.714,4.52917,-0.0134791,-0.00490302,-0.264804,0.964196
545,-87.8525,147.46,4.62282,-0.0177035,-0.00941577,-0.269636,0.962753
546,-84.2633,145.147,4.7267,-0.0181831,-0.00938218,-0.275138,0.961187
547,-80.8851,142.907,4.85506,-0.019937,-0.0120647,-0.28139,0.959311
548,-77.2382,140.407,5.04411,-0.0124135,-0.00885436,-0.281209,0.959525
549,-73.7803,138.234,5.19642,-0.00952195,-0.00926375,-0.235275,0.971838
550,-69.966,136.543,5.28072,-0.00951789,-0.00211117,-0.142007,0.989818
551,-65.5851,135.806,5.32408,-0.0137385,-0.00474752,0.0199384,0.999696
552,-61.4504,136.661,5.3737,-0.015089,-0.0021812,0.224364,0.974386
553,-58.0478,139.388,5.33656,-0.0112585,0.000143329,0.473018,0.880981
554,-56.6004,143.215,5.27109,-0.0169175,0.00501063,0.677585,0.735234
555,-57.1275,147.245,5.14339,-0.00823355,0.00779216,0.83495,0.550209
556,-59.4737,150.681,5.04817,-0.0031615,0.00946442,0.932095,0.362077
557,-63.0424,153.278,4.98706,-0.0234071,0.0133161,0.965724,0.25817
558,-66.7638,155.362,4.79908,-0.0235263,0.0100019,0.970826,0.238417
559,-70.2952,157.332,4.60205,-0.0142036,0.00529662,0.969346,0.245234
560,-73.8354,159.383,4.48101,-0.0112039,0.00644739,0.967333,0.253179
561,-77.4206,161.545,4.39958,-0.0168936,0.00740127,0.964647,0.2629
562,-81.0823,163.861,4.28493,-0.0167543,0.00916845,0.961769,0.273193
563,-84.6606,166.229,4.14545,-0.0122686,0.00990012,0.960053,0.279377
564,-88.2878,168.648,3.97222,-0.015537,0.00879794,0.959971,0.279532
565,-92.0119,171.121,3.79393,-0.0227686,0.00807228,0.960759,0.276331
566,-95.6579,173.487,3.61457,-0.0273909,0.00814627,0.961985,0.271606
567,-99.2996,175.794,3.40965,-0.0204155,0.0047654,0.964034,0.264951
568,-102.786,177.943,3.2616,-0.00919638,0.00264199,0.966031,0.258247
569,-106.513,180.18,3.15224,-0.0128449,0.00436544,0.965237,0.261023
570,-109.978,182.408,3.06439,-0.0133495,0.0066124,0.957992,0.286408
571,-113.13,184.833,2.97243,-0.0297588,0.00875229,0.935229,0.352682
572,-115.93,188.059,2.72444,-0.0318287,0.000528875,0.879641,0.474571
573,-117.628,192.044,2.49756,-0.0280475,-0.00402502,0.790144,0.612267
574,-117.988,196.035,2.3622,-0.0290799,-0.0050478,0.688674,0.724469
575,-117.114,199.98,2.27161,-0.0308824,-0.000137643,0.573205,0.81883
576,-115.147,203.7,2.14339,-0.032926,-0.00130719,0.486339,0.873149
577,-112.601,207.293,2.03545,-0.0322797,-8.9416e-05,0.461134,0.886743
578,-110.21,210.548,1.94033,-0.0313812,-0.00107622,0.462071,0.886287
579,-107.83,213.792,1.85553,-0.0269314,-0.00149855,0.465025,0.884886
580,-105.272,217.387,1.7582,-0.0294201,-0.000434337,0.4683,0.883079
581,-102.957,220.646,1.67521,-0.0281301,-0.00158392,0.471103,0.881628
582,-100.485,224.228,1.58341,-0.0287361,-0.00139844,0.476906,0.878483
583,-98.0567,227.839,1.50643,-0.0296403,-0.0025684,0.476646,0.878592
584,-95.6824,231.083,1.44968,-0.0362606,-9.37695e-05,0.425696,0.904139
585,-92.6364,233.762,1.37137,-0.0357799,0.00309021,0.28524,0.957783
586,-88.9566,235.314,1.32848,-0.0389777,-0.00531511,0.114646,0.992627
587,-84.8803,235.478,1.40423,-0.0358116,-0.0143756,-0.0625175,0.997298
588,-80.9741,234.271,1.58516,-0.0265002,-0.00697186,-0.202711,0.978855
589,-77.0965,231.993,1.7045,-0.0231007,-0.00434615,-0.291914,0.956156
590,-73.7946,229.545,1.78984,-0.0275418,-0.0100906,-0.307862,0.950979
591,-70.6485,227.167,1.94448,-0.0284269,-0.0018771,-0.307231,0.951208
592,-67.1796,224.568,2.08483,-0.0301358,-0.00836456,-0.304146,0.952112
593,-63.5909,221.924,2.28323,-0.0272418,-0.0122691,-0.29941,0.953657
594,-60.1534,219.433,2.46086,-0.0281478,-0.0181966,-0.294909,0.954937
595,-56.6579,216.957,2.66618,-0.0240778,-0.0152911,-0.290686,0.956393
596,-53.2288,214.575,2.84612,-0.0202269,-0.00235397,-0.286315,0.957919
597,-49.7903,212.213,2.96165,-0.0199724,-0.00331102,-0.285831,0.958066
598,-46.4352,209.898,3.05865,-0.0231058,-0.00749331,-0.287877,0.957359
599,-42.7728,207.355,3.18103,-0.0237984,-0.00808827,-0.287985,0.957305
600,-39.2675,204.944,3.3195,-0.0255714,-0.00851956,-0.287743,0.957328
601,-35.9458,202.636,3.49162,-0.0256814,-0.00836311,-0.298266,0.954101
602,-32.5691,199.972,3.67363,-0.0223036,-0.0049233,-0.351034,0.936084
603,-29.7264,196.833,3.78695,-0.0260165,-0.00149134,-0.465223,0.88481
604,-27.945,192.948,3.94212,-0.024416,-0.00530823,-0.604293,0.79637
605,-27.5539,188.682,4.14118,-0.0177133,-0.00935639,-0.731316,0.681744
606,-28.6239,184.448,4.28451,-0.00666503,-0.00622076,-0.824139,0.566314
607,-30.4852,180.86,4.36828,-0.00493495,-0.00872164,-0.86441,0.502687
608,-32.7129,177.306,4.45645,0.00541881,0.00973474,0.873153,-0.487319
609,-35.136,173.697,4.55341,0.00441556,0.0126902,0.879384,-0.475924
610,-37.6582,170.051,4.6663,0.00386296,0.0107561,0.881486,-0.472072
611,-40.1905,166.449,4.76273,0.00615685,0.012185,0.882185,-0.470705
612,-42.7524,162.809,4.87429,0.00656901,0.0124475,0.88169,-0.47162
613,-45.1852,159.32,4.98722,0.00579511,0.0138568,0.880858,-0.473142
614,-47.556,155.915,5.1201,-0.000654058,0.0109859,0.879243,-0.476248
615,-49.9947,152.339,5.16137,-0.00235208,0.0100486,0.878627,-0.477397
616,-52.3922,148.813,5.19904,-0.00153359,0.0100609,0.878057,-0.478447
617,-54.8006,145.33,5.24646,-0.0016292,0.0107217,0.885051,-0.465367
618,-57.3766,142.072,5.29453,-0.00152551,0.00831583,0.911422,-0.411387
619,-60.5103,139.328,5.31392,-0.00368834,0.00601043,0.95568,-0.294324
620,-64.3212,137.586,5.29273,-0.00215893,0.00349106,0.989945,-0.141389
621,-68.4459,137.134,5.26814,-0.00292096,0.000269003,0.999738,0.0227286
622,-72.7584,138.142,5.23526,-0.0218929,0.00614653,0.98405,0.176436
623,-76.3485,140.019,5.06761,-0.0167348,0.010695,0.964406,0.263678
624,-79.8921,142.394,4.88585,-0.014083,0.0123344,0.958248,0.285323
625,-83.637,144.987,4.74173,-0.0103608,0.0105676,0.957749,0.287224
626,-87.306,147.529,4.64256,-0.0166927,0.0105367,0.957498,0.287762
627,-90.5555,149.776,4.53092,-0.0142435,0.00720679,0.957969,0.286426
628,-93.837,152.044,4.42493,-0.0126395,0.00701882,0.958408,0.285034
629,-97.4492,154.503,4.26374,-0.0195987,0.0140017,0.959251,0.281525
630,-100.768,156.736,4.10725,-0.0245113,0.0153875,0.959835,0.279069
631,-104.417,159.162,3.90997,-0.0253394,0.0193494,0.96091,0.275018
632,-108.031,161.514,3.69276,-0.016268,0.0158117,0.962182,0.27146
633,-111.546,163.757,3.55438,-0.00907356,0.0121836,0.963345,0.267832
634,-114.956,165.897,3.46283,-0.0162376,0.0118711,0.964815,0.26216
635,-118.645,168.124,3.33849,-0.0186744,0.00636875,0.964157,0.264597
636,-121.95,170.392,3.21861,-0.0259915,0.00667098,0.943997,0.328861
637,-124.743,173.473,2.9967,-0.030319,0.00466071,0.8792,0.475465
638,-126.362,177.522,2.7691,-0.0294726,-0.000177253,0.776441,0.629501
639,-126.375,181.868,2.61557,-0.0286058,-0.00309983,0.645524,0.763198
640,-125.063,185.716,2.51205,-0.0288497,-0.00457705,0.540675,0.840724
641,-122.796,189.496,2.43602,-0.0245351,-0.00425564,0.478481,0.877745
642,-120.525,192.805,2.38672,-0.0248341,-0.00647505,0.480521,0.876608
643,-118.299,196.19,2.35744,-0.0245206,-0.00488934,0.490542,0.871059
644,-116.197,199.602,2.31841,-0.0303048,0.00114131,0.498866,0.866149
645,-114.097,202.954,2.20313,-0.0282116,0.0021764,0.49142,0.870463
646,-111.919,206.327,2.09729,-0.0280747,0.00294047,0.485312,0.873885
647,-109.614,209.794,1.98913,-0.0271672,0.00110781,0.481293,0.876138
648,-107.335,213.188,1.89474,-0.0257518,-0.000310598,0.4806,0.876562
649,-105.001,216.686,1.80678,-0.0274399,0.00236607,0.480804,0.876395
650,-102.66,220.188,1.70501,-0.0272565,-0.000428895,0.481709,0.875907
651,-100.351,223.662,1.61579,-0.0273647,0.000151639,0.483551,0.874888
652,-98.0775,227.116,1.53267,-0.0273631,-0.00159479,0.485032,0.874067
653,-95.9049,230.446,1.45922,-0.0277148,-0.0014293,0.486552,0.873211
654,-93.6957,233.849,1.34154,-0.0322536,0.00586373,0.488108,0.872168
655,-91.5272,237.208,1.19917,-0.0336059,0.00676097,0.488308,0.871998
656,-89.0722,240.926,1.04572,-0.0327629,0.00442387,0.478206,0.877626
657,-86.5665,244.437,0.911498,-0.0321038,0.00369555,0.452501,0.891178
658,-83.8109,247.61,0.818004,-0.0359081,0.0019268,0.373035,0.92712
659,-80.2063,249.93,0.766255,-0.0356988,-0.00247577,0.186683,0.981768
660,-76.0823,250.496,0.810199,-0.0347839,-0.0112341,-0.0436223,0.998379
661,-71.9423,249.224,0.980246,-0.0272419,-0.0124388,-0.209612,0.977326
662,-68.2592,247.187,1.11298,-0.021355,-0.00633058,-0.251405,0.967626
663,-64.8517,245.122,1.20972,-0.0193607,-0.00898438,-0.25789,0.965938
664,-61.2363,242.888,1.36166,-0.0138759,-0.0039636,-0.263021,0.964682
665,-57.5151,240.554,1.46484,-0.0160204,-0.0119995,-0.266418,0.96365
666,-53.9061,238.269,1.62724,-0.019572,-0.0153492,-0.269076,0.962798
667,-50.2438,235.924,1.80884,-0.0218545,-0.0194199,-0.271668,0.961947
668,-46.3958,233.435,2.03687,-0.0195167,-0.0103929,-0.272572,0.961881
669,-42.6694,231.03,2.21294,-0.0190035,-0.00216145,-0.2738,0.961596
670,-39.1795,228.77,2.32089,-0.01979,-0.00446512,-0.273195,0.961745
671,-35.7113,226.523,2.42016,-0.0199411,-0.00790128,-0.273263,0.9617
672,-32.3034,224.311,2.52991,-0.0172675,-0.00482758,-0.274644,0.961379
673,-28.9634,222.133,2.6366,-0.0182815,-0.00498345,-0.274243,0.961474
674,-25.476,219.888,2.7738,-0.0216309,-0.0108524,-0.270865,0.962313
675,-21.7928,217.491,2.95316,-0.0254902,-0.00919669,-0.291965,0.956045
676,-18.4326,214.816,3.08633,-0.0220762,-0.00134093,-0.363865,0.931189
677,-15.8351,211.432,3.20311,-0.0213188,-0.00640994,-0.521393,0.853026
678,-14.8636,207.479,3.36257,-0.0189303,-0.0140276,-0.695692,0.717954
679,-15.6293,203.478,3.55006,-0.0119339,-0.0151645,-0.824256,0.565887
